nodeName,Node Level,tvla
n00n,0,-5.765223
n02n,0,-2.416954
n03n,0,4.837010
n05n,0,4.035970
n06n,0,-9.672390
n08n,0,4.008763
n10n,0,3.683425
n12n,0,-1.227066
n01n,1,-2.262114
n04n,1,-4.817187
n07n,1,5.308601
n09n,1,-4.117515
n11n,1,9.692943
n13n,1,-nan
o[2],2,-nan
o[0],2,-nan
o[1],2,-nan
o[3],2,-nan
o[4],2,-nan
