nodeName,Node Level,tvla
n14n,0,-3.227520
n00n,0,-7.183628
n02n,0,5.463816
n03n,0,-3.519220
n05n,0,-1.547569
n12n,0,-nan
n01n,1,-2.350784
n04n,1,-nan
n06n,1,4.246385
n07n,1,0.645750
n08n,1,-nan
n10n,1,2.116007
odat[0],2,-nan
odat[1],2,-nan
n09n,2,-5.418767
n11n,2,5.725076
n13n,2,-nan
odat[2],3,-nan
odat[3],3,-nan
