nodeName,Node Level,tvla
n00n,0,-0.973115
n01n,0,-1.298049
n02n,0,-1.340911
n03n,0,-0.987518
n04n,0,-1.340911
n05n,1,3.197582
n06n,1,3.102101
n07n,1,3.076971
n08n,1,3.145652
n09n,1,3.110476
o[0],2,-nan
o[1],2,-nan
o[2],2,-nan
o[3],2,-nan
o[4],2,-nan
