nodeName,Node Level,tvla
n12n,0,-7.152568
n00n,0,-2.276458
n01n,0,6.404125
n02n,0,-1.660657
n08n,0,-1.244925
n03n,1,-2.499121
n05n,1,-1.051111
n06n,1,-nan
n09n,1,4.135500
n10n,1,-2.480768
n04n,2,-nan
n07n,2,-5.420943
o[1],2,-nan
n11n,2,-5.383522
o[3],3,-nan
o[2],3,-nan
o[0],3,-nan
